"filename", "language", "Java", "comment", "blank", "total"
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mariadb/gen/MariaDBExpressionGenerator.java", "Java", -126, -6, -18, -150
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mariadb/gen/MariaDBIndexGenerator.java", "Java", -47, -5, -9, -61
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mariadb/gen/MariaDBInsertGenerator.java", "Java", -34, 0, -6, -40
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mariadb/gen/MariaDBSetGenerator.java", "Java", -139, -38, -21, -198
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mariadb/gen/MariaDBTableAdminCommandGenerator.java", "Java", -74, 0, -13, -87
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mariadb/gen/MariaDBTableGenerator.java", "Java", -128, -5, -15, -148
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mariadb/gen/MariaDBTruncateGenerator.java", "Java", -14, 0, -6, -20
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mariadb/gen/MariaDBUpdateGenerator.java", "Java", -39, -1, -6, -46
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mariadb/oracle/MariaDBNoRECOracle.java", "Java", -113, -1, -12, -126
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/MongoDBComparatorHelper.java", "Java", 87, 0, 11, 98
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/MongoDBConnection.java", "Java", 26, 0, 10, 36
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/MongoDBLoggableFactory.java", "Java", 33, 0, 8, 41
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/MongoDBOptions.java", "Java", 58, 0, 17, 75
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/MongoDBProvider.java", "Java", 108, 0, 21, 129
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/MongoDBQueryAdapter.java", "Java", 12, 0, 4, 16
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/MongoDBQueryProvider.java", "Java", 5, 0, 2, 7
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/MongoDBSchema.java", "Java", 74, 0, 24, 98
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/ast/MongoDBBinaryComparisonNode.java", "Java", 13, 0, 4, 17
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/ast/MongoDBBinaryLogicalNode.java", "Java", 13, 0, 4, 17
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/ast/MongoDBConstant.java", "Java", 188, 0, 65, 253
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/ast/MongoDBExpression.java", "Java", 3, 0, 2, 5
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/ast/MongoDBRegexNode.java", "Java", 18, 0, 7, 25
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/ast/MongoDBSelect.java", "Java", 85, 0, 20, 105
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/ast/MongoDBUnaryLogicalOperatorNode.java", "Java", 12, 0, 5, 17
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/ast/MongoDBUnsupportedPredicate.java", "Java", 4, 0, 4, 8
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/gen/MongoDBComputedExpressionGenerator.java", "Java", 72, 0, 18, 90
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/gen/MongoDBConstantGenerator.java", "Java", 78, 0, 9, 87
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/gen/MongoDBIndexGenerator.java", "Java", 21, 0, 5, 26
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/gen/MongoDBInsertGenerator.java", "Java", 29, 0, 10, 39
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/gen/MongoDBMatchExpressionGenerator.java", "Java", 245, 0, 47, 292
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/gen/MongoDBTableGenerator.java", "Java", 45, 0, 10, 55
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/query/MongoDBCreateIndexQuery.java", "Java", 64, 0, 14, 78
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/query/MongoDBCreateTableQuery.java", "Java", 98, 0, 18, 116
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/query/MongoDBInsertQuery.java", "Java", 76, 0, 12, 88
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/query/MongoDBRemoveQuery.java", "Java", 49, 0, 11, 60
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/query/MongoDBSelectQuery.java", "Java", 127, 2, 19, 148
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/test/MongoDBColumnTestReference.java", "Java", 31, 0, 10, 41
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/test/MongoDBDocumentRemovalBase.java", "Java", 81, 0, 10, 91
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/test/MongoDBDocumentRemovalTester.java", "Java", 37, 0, 13, 50
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/test/MongoDBQueryPartitioningBase.java", "Java", 84, 0, 10, 94
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/test/MongoDBQueryPartitioningWhereTester.java", "Java", 35, 0, 14, 49
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/visitor/MongoDBNegateVisitor.java", "Java", 147, 0, 15, 162
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/visitor/MongoDBToLogVisitor.java", "Java", 174, 0, 22, 196
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/visitor/MongoDBToQueryVisitor.java", "Java", 159, 0, 26, 185
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/mongodb/visitor/MongoDBVisitor.java", "Java", 35, 0, 11, 46
"Total", "-", 761, -67, 132, 826
