"filename", "language", "Java", "Markdown", "ANTLR", "comment", "blank", "total"
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/SQLite3TransactionGenerator.java", "Java", -32, 0, 0, -1, -8, -41
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/SQLite3VacuumGenerator.java", "Java", -18, 0, 0, -3, -6, -27
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/SQLite3VirtualFTSTableCommandGenerator.java", "Java", -86, 0, 0, -3, -9, -98
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/ddl/SQLite3AlterTable.java", "Java", -69, 0, 0, -7, -11, -87
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/ddl/SQLite3CreateTriggerGenerator.java", "Java", -131, 0, 0, 0, -15, -146
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/ddl/SQLite3CreateVirtualFTSTableGenerator.java", "Java", -175, 0, 0, -2, -18, -195
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/ddl/SQLite3DropIndexGenerator.java", "Java", -23, 0, 0, -1, -6, -30
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/ddl/SQLite3DropTableGenerator.java", "Java", -25, 0, 0, 0, -7, -32
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/ddl/SQLite3IndexGenerator.java", "Java", -104, 0, 0, -11, -12, -127
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/ddl/SQLite3TableGenerator.java", "Java", -190, 0, 0, -20, -17, -227
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/ddl/SQLite3ViewGenerator.java", "Java", -81, 0, 0, -11, -11, -103
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/dml/SQLite3DeleteGenerator.java", "Java", -39, 0, 0, 0, -8, -47
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/dml/SQLite3InsertGenerator.java", "Java", -149, 0, 0, -4, -15, -168
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/dml/SQLite3StatTableGenerator.java", "Java", -80, 0, 0, 0, -9, -89
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/gen/dml/SQLite3UpdateGenerator.java", "Java", -86, 0, 0, -11, -18, -115
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/oracle/SQLite3Fuzzer.java", "Java", -24, 0, 0, -1, -8, -33
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/oracle/SQLite3NoRECOracle.java", "Java", -185, 0, 0, 0, -22, -207
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/oracle/SQLite3PivotedQuerySynthesisOracle.java", "Java", -300, 0, 0, -26, -27, -353
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/oracle/SQLite3RandomQuerySynthesizer.java", "Java", -135, 0, 0, -16, -10, -161
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/oracle/tlp/SQLite3TLPAggregateOracle.java", "Java", -114, 0, 0, -4, -16, -134
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/oracle/tlp/SQLite3TLPBase.java", "Java", -62, 0, 0, 0, -10, -72
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/oracle/tlp/SQLite3TLPDistinctOracle.java", "Java", -38, 0, 0, 0, -10, -48
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/oracle/tlp/SQLite3TLPGroupByOracle.java", "Java", -46, 0, 0, 0, -11, -57
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/oracle/tlp/SQLite3TLPHavingOracle.java", "Java", -84, 0, 0, -1, -9, -94
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/oracle/tlp/SQLite3TLPWhereOracle.java", "Java", -41, 0, 0, 0, -10, -51
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/schema/SQLite3DataType.java", "Java", -4, 0, 0, 0, -3, -7
"/home/albert/Desktop/NUS/UROP/SQLancer/sqlancer/src/sqlancer/sqlite3/schema/SQLite3Schema.java", "Java", -414, 0, 0, -18, -62, -494
"Total", "-", -2548, 0, 1582, 1195, -775, -546
